PLAYER,TEAM,YEAR,GP,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV
Cuttino Mobley,LAC,2006,78,36.4,13.8,5.0,11.3,1.3,3.2,2.6,3.1,0.7,2.8,2.5,1.2,0.3,1.9
Desmond Mason,NOK,2006,75,34.3,13.7,5.4,12.0,0.0,0.0,2.9,4.3,1.7,2.9,1.5,0.7,0.3,2.6
Charlie Bell,MIL,2006,82,34.7,13.5,5.2,11.9,1.5,4.4,1.6,2.0,0.7,2.2,3.0,1.2,0.0,1.3
Chris Wilcox,SEA,2006,82,31.5,13.5,5.3,10.0,0.0,0.1,2.9,4.3,2.2,5.5,1.0,0.9,0.5,1.5
Andre Miller,PHI,2006,80,37.1,13.4,5.3,11.4,0.1,0.4,2.8,3.5,1.2,3.2,7.8,1.4,0.1,2.8
Hedo Turkoglu,ORL,2006,73,31.1,13.3,4.7,11.3,1.5,3.8,2.3,3.0,0.8,3.2,3.2,1.0,0.2,2.0
Rafer Alston,HOU,2006,82,37.1,13.3,4.7,12.4,2.3,6.5,1.6,2.2,0.4,3.1,5.4,1.6,0.1,2.1
Chucky Atkins,MEM,2006,75,27.5,13.2,4.1,9.5,1.5,4.1,3.4,4.1,0.2,1.6,4.6,0.7,0.1,1.7
Jason Kidd,NJN,2006,80,36.7,13.0,4.6,11.4,1.6,4.5,2.2,2.9,1.7,6.5,9.2,1.6,0.3,2.7
Jameer Nelson,ORL,2006,77,30.3,13.0,4.9,11.4,0.8,2.5,2.4,2.9,0.6,2.4,4.3,0.9,0.1,2.4
Jamaal Tinsley,IND,2006,72,31.2,12.8,4.8,12.3,0.8,2.7,2.4,3.3,0.8,2.5,6.9,1.6,0.3,2.8
Mike Dunleavy,IND,2006,82,31.5,12.8,4.7,10.4,0.9,2.7,2.6,3.3,1.0,4.2,2.8,1.0,0.3,1.8
Hakim Warrick,MEM,2006,82,26.2,12.7,4.5,8.7,0.0,0.1,3.6,4.7,1.6,3.5,0.9,0.5,0.4,2.0
Anthony Parker,TOR,2006,73,33.4,12.4,4.5,9.4,1.6,3.6,1.8,2.2,0.8,3.1,2.1,1.0,0.2,1.0
Rasheed Wallace,DET,2006,75,32.3,12.3,4.8,11.2,1.4,3.9,1.4,1.8,1.2,6.0,1.7,1.0,1.6,1.3
Mark Blount,MIN,2006,82,31.0,12.3,5.2,10.2,0.1,0.4,1.8,2.4,1.7,4.5,0.8,0.5,0.7,1.9
Zaza Pachulia,ATL,2006,72,28.1,12.2,4.0,8.5,0.0,0.0,4.1,5.2,2.8,4.2,1.5,1.1,0.5,2.3
Matt Carroll,CHA,2006,72,26.1,12.1,4.0,9.1,1.5,3.7,2.6,2.9,0.5,2.4,1.3,0.7,0.1,1.0
Ryan Gomes,BOS,2006,73,31.2,12.1,4.6,9.9,0.2,0.6,2.6,3.2,1.7,3.9,1.6,0.7,0.2,1.4
Jarrett Jack,POR,2006,79,33.6,12.0,4.1,8.9,0.8,2.3,3.1,3.5,0.2,2.4,5.3,1.1,0.1,2.4
Zydrunas Ilgauskas,CLE,2006,78,27.3,11.9,4.9,10.2,0.0,0.0,2.0,2.5,3.1,4.6,1.6,0.6,1.3,1.8
Adam Morrison,CHA,2006,78,29.8,11.8,4.6,12.1,1.1,3.3,1.5,2.2,0.7,2.3,2.1,0.4,0.1,1.7
Matt Harpring,UTA,2006,77,25.5,11.6,4.2,8.5,0.2,0.5,3.1,4.0,1.5,3.1,1.3,0.7,0.1,1.5
Willie Green,PHI,2006,74,24.9,11.3,4.8,11.7,0.7,2.1,1.0,1.5,0.6,1.6,1.5,0.8,0.1,1.4
DeShawn Stevenson,WAS,2006,82,29.5,11.2,4.2,9.2,0.9,2.2,1.9,2.6,0.7,2.0,2.7,0.8,0.2,1.5
Marcus Camby,DEN,2006,70,33.8,11.2,4.5,9.4,0.0,0.0,2.3,3.2,2.3,9.3,3.2,1.2,3.3,1.7
Mickael Pietrus,GSW,2006,72,26.9,11.1,4.0,8.1,1.3,3.3,1.9,2.9,1.1,3.4,0.9,0.7,0.8,1.5
Drew Gooden,CLE,2006,80,28.0,11.1,4.6,9.8,0.0,0.1,1.8,2.5,3.3,5.2,1.1,0.9,0.4,1.4
Smush Parker,LAL,2006,82,30.0,11.1,4.2,9.6,1.3,3.7,1.4,2.1,0.5,2.0,2.8,1.5,0.1,1.9
Tim Thomas,LAC,2006,76,27.0,11.0,3.9,9.5,1.8,4.7,1.3,1.9,0.8,4.1,2.3,0.7,0.4,1.4
Luke Ridnour,SEA,2006,71,29.5,11.0,4.2,9.8,0.7,2.0,1.8,2.2,0.4,1.9,5.2,1.2,0.3,2.2
Luther Head,HOU,2006,80,27.6,10.9,3.8,8.8,2.2,5.0,1.0,1.3,0.4,2.8,2.4,1.0,0.1,1.7
Rudy Gay,MEM,2006,78,27.0,10.8,4.1,9.7,0.7,1.8,1.9,2.7,1.2,3.3,1.3,0.9,0.9,1.8
Samuel Dalembert,PHI,2006,82,30.9,10.7,4.3,8.0,0.0,0.0,2.0,2.7,2.9,6.0,0.8,0.6,1.9,2.0
Udonis Haslem,MIA,2006,79,31.4,10.7,4.5,9.1,0.0,0.1,1.7,2.6,2.4,5.9,1.2,0.6,0.3,1.4
Gerald Green,BOS,2006,81,22.0,10.4,3.8,9.1,1.2,3.2,1.6,2.0,0.8,1.7,1.0,0.5,0.3,1.5
Devin Harris,DAL,2006,80,26.0,10.2,3.7,7.4,0.2,0.6,2.7,3.3,0.6,1.9,3.7,1.2,0.3,1.8
Randy Foye,MIN,2006,82,22.9,10.1,3.7,8.4,0.8,2.3,2.0,2.3,0.6,2.1,2.8,0.6,0.3,1.9
Shane Battier,HOU,2006,82,36.4,10.1,3.6,8.0,1.9,4.5,1.1,1.4,0.8,3.3,2.1,1.0,0.7,0.9
Rasual Butler,NOK,2006,81,27.4,10.1,3.9,9.7,1.7,4.5,0.7,1.1,0.5,2.6,0.8,0.5,0.7,0.8
Mike James,MIN,2006,82,25.2,10.1,3.6,8.6,1.0,2.6,1.9,2.2,0.3,1.7,3.6,0.7,0.1,1.6
Derek Fisher,UTA,2006,82,27.9,10.1,3.1,8.2,0.6,1.9,3.2,3.7,0.4,1.5,3.3,1.0,0.1,1.5
Chris Kaman,LAC,2006,75,29.0,10.1,3.9,8.7,0.0,0.0,2.2,3.0,2.1,5.7,1.1,0.5,1.5,2.0
Shareef Abdur-Rahim,SAC,2006,80,25.2,9.9,3.9,8.2,0.0,0.3,2.1,2.9,1.5,3.5,1.4,0.7,0.5,1.5
Mikki Moore,NJN,2006,79,26.4,9.8,3.9,6.4,0.0,0.0,2.0,3.0,1.8,3.3,0.9,0.6,0.8,1.4
Matt Barnes,GSW,2006,76,23.9,9.8,3.6,8.3,1.4,3.8,1.2,1.6,1.2,3.4,2.1,1.0,0.5,1.4
Boris Diaw,PHX,2006,73,31.1,9.7,4.2,7.8,0.2,0.6,1.1,1.6,1.2,3.1,4.8,0.4,0.5,2.1
Juwan Howard,HOU,2006,80,26.5,9.7,3.9,8.3,0.0,0.0,1.9,2.4,1.7,4.2,1.6,0.4,0.1,1.4
Nick Collison,SEA,2006,82,29.0,9.6,3.9,7.8,0.0,0.0,1.9,2.4,2.8,5.3,1.0,0.6,0.8,1.5
Juan Dixon,TOR,2006,81,23.8,9.6,3.7,8.7,1.0,2.8,1.2,1.4,0.3,1.6,1.5,0.9,0.1,1.2
Andris Biedrins,GSW,2006,82,29.0,9.5,4.2,7.1,0.0,0.0,1.1,2.0,3.1,6.2,1.1,0.8,1.7,1.5
Channing Frye,NYK,2006,72,26.3,9.5,4.1,9.6,0.0,0.3,1.2,1.5,1.3,4.2,0.9,0.5,0.6,1.4
Tyson Chandler,NOK,2006,73,34.6,9.5,4.0,6.4,0.0,0.0,1.5,2.8,4.4,8.0,0.9,0.5,1.8,1.7
Earl Watson,SEA,2006,77,27.9,9.4,3.4,8.9,1.2,3.6,1.4,1.9,0.4,2.0,5.7,1.3,0.3,2.2
Jannero Pargo,NOK,2006,82,20.9,9.2,3.5,8.4,1.0,2.5,1.3,1.5,0.2,2.0,2.5,0.6,0.0,1.5
Bostjan Nachbar,NJN,2006,76,20.2,9.2,3.0,6.5,1.5,3.5,1.7,2.2,0.4,3.0,0.8,0.4,0.3,0.9
Michael Finley,SAS,2006,82,22.2,9.0,3.3,8.1,1.3,3.5,1.1,1.2,0.4,2.3,1.3,0.4,0.2,0.6
Morris Peterson,TOR,2006,71,21.3,8.9,3.1,7.3,1.5,4.2,1.2,1.7,0.5,2.9,0.7,0.6,0.2,0.7
Damien Wilkins,SEA,2006,82,24.8,8.8,3.2,7.3,0.6,1.5,1.8,2.1,1.1,1.7,1.9,1.1,0.2,1.4
Jose Calderon,TOR,2006,77,21.0,8.7,3.4,6.6,0.3,1.0,1.5,1.9,0.3,1.5,5.0,0.8,0.1,1.4
Alonzo Mourning,MIA,2006,77,20.4,8.6,3.1,5.5,0.0,0.0,2.4,4.0,1.6,2.9,0.2,0.2,2.3,1.7
John Salmons,SAC,2006,79,27.0,8.5,3.0,6.5,0.5,1.4,2.0,2.6,0.6,2.7,3.2,0.9,0.3,1.5
Brent Barry,SAS,2006,75,21.7,8.5,2.7,5.7,1.7,3.8,1.4,1.6,0.2,1.9,1.8,0.7,0.2,0.8
Antoine Walker,MIA,2006,78,23.3,8.5,3.4,8.6,1.1,3.9,0.6,1.3,1.2,3.2,1.7,0.6,0.2,1.8
Maurice Evans,LAL,2006,76,22.8,8.4,3.1,7.1,0.6,1.8,1.6,2.0,1.2,1.7,1.0,0.5,0.2,0.8
Ime Udoka,POR,2006,75,28.6,8.4,3.2,6.9,1.2,2.9,0.9,1.2,1.3,2.5,1.5,0.9,0.2,1.0
Andrei Kirilenko,UTA,2006,70,29.3,8.3,2.8,6.0,0.2,1.1,2.5,3.4,1.3,3.4,2.9,1.1,2.1,1.9
Antonio McDyess,DET,2006,82,21.1,8.1,3.5,6.6,0.0,0.0,1.2,1.7,2.0,4.0,0.9,0.7,0.8,0.9
Darko Milicic,ORL,2006,80,23.9,8.0,3.1,6.9,0.0,0.0,1.8,2.9,1.8,3.7,1.1,0.6,1.8,1.6
Andrew Bynum,LAL,2006,82,21.9,7.8,3.0,5.4,0.0,0.0,1.7,2.6,1.7,4.2,1.1,0.1,1.6,1.4
James Posey,MIA,2006,71,27.0,7.7,2.6,6.1,1.4,3.6,1.1,1.4,0.9,4.1,1.3,1.0,0.3,0.8
Carlos Arroyo,ORL,2006,72,18.1,7.7,2.8,6.6,0.2,0.7,1.8,2.3,0.4,1.4,2.8,0.5,0.0,1.3
Linas Kleiza,DEN,2006,79,18.8,7.6,2.5,6.0,1.1,2.8,1.5,1.7,1.0,2.4,0.6,0.4,0.2,1.0
Dahntay Jones,MEM,2006,78,21.4,7.5,2.8,5.9,0.1,0.2,1.8,2.2,0.6,1.4,0.9,0.5,0.3,1.2
Craig Smith,MIN,2006,82,18.7,7.4,3.0,5.6,0.0,0.1,1.4,2.3,1.8,3.3,0.6,0.6,0.2,0.9
Jarvis Hayes,WAS,2006,81,20.1,7.2,2.8,6.7,0.8,2.3,0.9,1.0,0.5,2.1,1.0,0.6,0.2,0.7
Chris Duhon,CHI,2006,78,24.4,7.2,2.5,6.2,1.1,3.1,1.0,1.3,0.3,1.9,4.0,0.9,0.1,1.3
Antonio Daniels,WAS,2006,80,22.0,7.1,2.2,4.9,0.2,0.8,2.6,3.1,0.2,1.7,3.6,0.5,0.1,0.9
Erick Dampier,DAL,2006,76,25.2,7.1,2.8,4.4,0.0,0.0,1.6,2.5,2.9,4.6,0.6,0.3,1.1,1.4
Martell Webster,POR,2006,82,21.5,7.0,2.4,6.0,1.1,3.0,1.1,1.6,0.5,2.4,0.6,0.4,0.2,0.9
Donyell Marshall,CLE,2006,81,16.8,7.0,2.6,6.1,1.2,3.3,0.7,1.0,1.1,2.9,0.6,0.5,0.5,0.8
Paul Millsap,UTA,2006,82,18.0,6.8,2.5,4.9,0.0,0.0,1.7,2.5,2.2,2.9,0.8,0.8,0.9,1.1
Marcus Williams,NJN,2006,79,16.6,6.8,2.6,6.7,0.6,2.1,0.9,1.1,0.4,1.7,3.3,0.4,0.0,1.8
Anderson Varejao,CLE,2006,81,23.9,6.8,2.4,5.0,0.0,0.1,2.0,3.3,2.4,4.4,0.9,0.9,0.6,0.8
Trenton Hassell,MIN,2006,76,29.3,6.7,2.9,5.8,0.1,0.3,0.9,1.2,1.1,2.1,2.7,0.3,0.3,1.1
Brendan Haywood,WAS,2006,77,22.6,6.6,2.6,4.6,0.0,0.0,1.5,2.7,2.5,3.7,0.6,0.4,1.1,1.2
Eduardo Najera,DEN,2006,75,22.1,6.6,2.7,4.7,0.0,0.2,1.2,1.6,1.7,2.4,0.9,1.0,0.3,0.7
Jamaal Magloire,POR,2006,81,21.0,6.5,2.5,4.9,0.0,0.0,1.6,3.0,1.9,4.2,0.4,0.3,0.8,1.6
Steve Blake,DEN,2006,82,27.1,6.4,2.5,6.2,0.8,2.5,0.5,0.8,0.3,1.8,5.0,0.7,0.1,1.6
Steven Hunter,PHI,2006,70,22.9,6.4,2.7,4.7,0.0,0.0,1.1,2.2,1.6,3.2,0.4,0.2,1.1,0.9
Rajon Rondo,BOS,2006,78,23.5,6.4,2.4,5.8,0.1,0.4,1.5,2.4,0.9,2.8,3.8,1.6,0.1,1.8
Ben Wallace,CHI,2006,77,35.0,6.4,2.5,5.5,0.0,0.1,1.4,3.5,3.9,6.7,2.4,1.4,2.0,1.3
James Jones,PHX,2006,76,18.1,6.4,2.1,5.8,1.2,3.1,0.9,1.1,0.4,1.9,0.6,0.4,0.6,0.4
Joey Graham,TOR,2006,79,16.7,6.4,2.4,4.9,0.1,0.4,1.4,1.7,0.7,2.4,0.6,0.4,0.1,0.6
Bruce Bowen,SAS,2006,82,30.0,6.2,2.3,5.7,1.1,2.8,0.5,0.9,0.3,2.4,1.4,0.8,0.3,0.8
Johan Petro,SEA,2006,81,18.6,6.2,2.8,5.4,0.0,0.0,0.6,1.0,1.1,3.0,0.6,0.5,0.6,1.0
Rasho Nesterovic,TOR,2006,80,21.0,6.2,2.9,5.3,0.0,0.0,0.4,0.6,1.4,3.1,0.9,0.5,1.1,0.7
Sebastian Telfair,BOS,2006,78,20.2,6.1,2.3,6.1,0.5,1.6,1.2,1.4,0.2,1.2,2.8,0.6,0.1,1.3
P.J. Brown,CHI,2006,72,20.2,6.1,2.4,5.8,0.0,0.0,1.3,1.7,1.8,3.0,0.7,0.3,0.7,1.2
Francisco Garcia,SAC,2006,79,17.8,6.0,2.1,4.8,0.7,1.9,1.2,1.4,0.7,1.9,1.1,0.6,0.5,0.9
Darrell Armstrong,IND,2006,81,15.7,5.6,1.9,4.7,0.9,2.6,0.9,1.1,0.4,1.2,2.4,0.9,0.1,0.9
Chuck Hayes,HOU,2006,78,22.0,5.6,2.5,4.3,0.0,0.0,0.7,1.1,2.6,4.1,0.6,0.9,0.2,0.8
Shelden Williams,ATL,2006,81,18.7,5.5,2.0,4.5,0.0,0.0,1.4,1.8,1.6,3.8,0.5,0.6,0.5,1.2
Ronny Turiaf,LAL,2006,72,15.1,5.3,2.0,3.7,0.0,0.0,1.2,1.9,1.2,2.4,0.9,0.2,1.1,0.7
Marko Jaric,MIN,2006,70,22.2,5.3,1.9,4.6,0.5,1.2,1.0,1.3,0.8,1.9,2.1,1.1,0.2,1.3
Quinton Ross,LAC,2006,81,21.0,5.2,2.2,4.7,0.0,0.1,0.8,1.1,0.7,1.6,1.1,0.9,0.4,0.4
Carlos Delfino,DET,2006,82,16.7,5.2,1.9,4.6,0.6,1.7,0.9,1.1,0.8,2.4,1.1,0.6,0.1,0.7
Tyrus Thomas,CHI,2006,72,13.4,5.2,1.9,3.9,0.0,0.0,1.5,2.4,1.2,2.5,0.6,0.6,1.1,1.3
Francisco Elson,SAS,2006,70,19.0,5.0,2.1,4.0,0.0,0.0,0.9,1.1,1.2,3.6,0.8,0.4,0.8,1.2
Beno Udrih,SAS,2006,73,13.0,4.7,1.7,4.7,0.5,1.6,0.7,0.8,0.2,1.0,1.7,0.4,0.0,0.8
Mickael Gelabale,SEA,2006,70,17.7,4.6,1.7,3.8,0.2,0.7,0.9,1.2,0.8,1.6,0.8,0.3,0.3,0.7
Kendrick Perkins,BOS,2006,72,21.9,4.5,1.8,3.7,0.0,0.0,0.8,1.4,1.6,3.6,1.3,0.3,1.3,1.6
Jordan Farmar,LAL,2006,72,15.1,4.4,1.7,4.1,0.6,1.9,0.4,0.5,0.3,1.3,1.9,0.6,0.1,1.0
Fabricio Oberto,SAS,2006,79,17.3,4.4,2.0,3.6,0.0,0.0,0.4,0.6,1.7,3.0,0.9,0.3,0.3,0.9
Jake Voskuhl,CHA,2006,73,14.3,4.4,1.7,3.5,0.0,0.0,1.1,1.5,1.2,2.4,0.6,0.4,0.3,0.8
Jeff Foster,IND,2006,75,23.2,4.3,1.6,3.5,0.0,0.0,1.0,1.6,3.4,4.7,0.8,0.8,0.5,0.9
Sasha Vujacic,LAL,2006,73,12.8,4.3,1.4,3.7,0.8,2.2,0.6,0.7,0.4,1.1,0.9,0.6,0.0,0.4
Eric Snow,CLE,2006,82,23.5,4.2,1.6,4.0,0.0,0.0,0.9,1.4,0.4,1.9,4.0,0.7,0.2,1.4
Greg Buckner,DAL,2006,76,18.1,4.0,1.6,3.9,0.4,1.4,0.4,0.4,0.5,1.6,0.9,0.6,0.1,0.5
Thabo Sefolosha,CHI,2006,71,12.2,3.6,1.5,3.6,0.2,0.6,0.3,0.6,0.5,1.7,0.8,0.5,0.2,0.8
Dikembe Mutombo,HOU,2006,75,17.2,3.1,1.1,2.0,0.0,0.0,0.8,1.2,2.2,4.3,0.2,0.3,1.0,0.5
Jarron Collins,UTA,2006,82,11.1,2.5,0.9,2.1,0.0,0.0,0.7,1.0,0.9,1.2,0.7,0.2,0.1,0.5
DeSagana Diop,DAL,2006,81,18.3,2.3,0.9,1.9,0.0,0.0,0.6,1.1,2.0,3.4,0.4,0.5,1.4,0.8
Jason Collins,NJN,2006,80,23.1,2.1,0.7,1.9,0.0,0.0,0.7,1.6,1.1,2.8,0.6,0.5,0.5,0.9
LeBron James,CLE,2007,75,40.4,30.0,10.6,21.9,1.5,4.8,7.3,10.3,1.8,6.1,7.2,1.8,1.1,3.4
Kobe Bryant,LAL,2007,82,38.9,28.3,9.5,20.6,1.8,5.1,7.6,9.0,1.1,5.2,5.4,1.8,0.5,3.1
Allen Iverson,DEN,2007,82,41.8,26.4,8.7,19.0,1.2,3.4,7.9,9.7,0.6,2.4,7.1,2.0,0.1,3.0
Carmelo Anthony,DEN,2007,77,36.4,25.7,9.5,19.2,0.8,2.1,6.0,7.7,2.3,5.1,3.4,1.3,0.5,3.3
Amar'e Stoudemire,PHX,2007,79,33.9,25.2,9.0,15.3,0.1,0.4,7.0,8.7,2.3,6.8,1.5,0.8,2.1,2.2
Kevin Martin,SAC,2007,61,36.3,23.7,6.8,15.0,1.8,4.4,8.2,9.5,0.8,3.7,2.1,1.0,0.1,2.1
Dirk Nowitzki,DAL,2007,77,36.0,23.6,8.2,17.1,1.0,2.9,6.2,7.1,1.2,7.3,3.5,0.7,0.9,2.1
Michael Redd,MIL,2007,72,37.5,22.7,7.6,17.3,1.8,5.0,5.6,6.8,1.2,3.1,3.4,0.9,0.2,2.5
Richard Jefferson,NJN,2007,82,39.0,22.6,7.5,16.2,0.9,2.6,6.6,8.3,1.1,3.0,3.1,0.9,0.3,2.4
Chris Bosh,TOR,2007,67,36.2,22.3,7.6,15.3,0.1,0.4,7.0,8.3,2.6,6.1,2.6,0.9,1.0,2.3
Corey Maggette,LAC,2007,70,35.7,22.1,6.5,14.3,1.1,2.9,7.9,9.7,1.1,4.5,2.7,1.0,0.1,2.8
Baron Davis,GSW,2007,82,39.0,21.8,7.9,18.6,2.1,6.4,3.9,5.2,1.2,3.5,7.6,2.3,0.5,2.8
Jason Richardson,CHA,2007,82,38.4,21.8,7.9,17.9,3.0,7.3,3.0,4.0,1.0,4.4,3.1,1.4,0.7,2.0
Joe Johnson,ATL,2007,82,40.8,21.7,7.9,18.3,2.1,5.4,3.9,4.6,1.0,3.5,5.8,1.0,0.2,2.7
Tracy McGrady,HOU,2007,66,37.0,21.6,8.3,19.8,1.3,4.5,3.7,5.4,0.6,4.5,5.9,1.0,0.5,2.4
Antawn Jamison,WAS,2007,79,38.7,21.4,7.8,17.9,1.5,4.5,4.2,5.5,2.7,7.5,1.5,1.3,0.4,1.4
Vince Carter,NJN,2007,76,38.9,21.3,7.7,16.9,1.3,3.6,4.6,5.6,1.5,4.5,5.1,1.2,0.4,2.4
Carlos Boozer,UTA,2007,81,34.9,21.1,8.8,16.0,0.0,0.0,3.6,4.9,2.4,8.0,2.9,1.2,0.5,2.6
Chris Paul,NOH,2007,80,37.6,21.1,7.9,16.1,1.2,3.1,4.2,4.9,0.8,3.2,11.6,2.7,0.1,2.5
Al Jefferson,MIN,2007,82,35.6,21.0,8.8,17.6,0.0,0.1,3.5,4.8,3.8,7.4,1.4,0.9,1.5,2.0
Dwight Howard,ORL,2007,82,37.7,20.7,7.1,11.9,0.0,0.0,6.5,10.9,3.4,10.8,1.3,0.9,2.1,3.2
David West,NOH,2007,76,37.8,20.6,8.3,17.2,0.1,0.3,3.9,4.6,2.4,6.5,2.3,0.8,1.3,2.2
Jamal Crawford,NYK,2007,80,39.9,20.6,7.1,17.4,2.2,6.2,4.1,4.8,0.5,2.1,5.0,1.0,0.2,2.4
Kevin Durant,SEA,2007,80,34.6,20.3,7.3,17.1,0.7,2.6,4.9,5.6,0.9,3.5,2.4,1.0,0.9,2.9
Monta Ellis,GSW,2007,81,37.9,20.2,8.0,15.1,0.1,0.6,4.0,5.1,1.6,3.3,3.9,1.5,0.3,2.1
Rudy Gay,MEM,2007,81,37.0,20.1,7.7,16.7,1.7,4.8,3.1,3.9,1.7,4.4,2.0,1.4,1.0,2.3
Stephen Jackson,GSW,2007,73,39.1,20.1,6.7,16.5,2.5,6.9,4.2,5.1,0.9,3.4,4.1,1.3,0.4,2.7
Josh Howard,DAL,2007,76,36.3,19.9,7.5,16.4,0.9,2.8,4.1,5.1,1.6,5.4,2.2,0.8,0.4,1.5
Andre Iguodala,PHI,2007,82,39.5,19.9,7.1,15.6,1.2,3.7,4.5,6.2,1.0,4.4,4.8,2.1,0.6,2.6
Paul Pierce,BOS,2007,80,35.9,19.6,6.4,13.7,1.8,4.6,5.1,6.1,0.7,4.5,4.5,1.3,0.5,2.8
Danny Granger,IND,2007,80,36.0,19.6,6.7,15.1,2.1,5.3,4.0,4.7,1.2,4.9,2.1,1.2,1.1,2.1
Hedo Turkoglu,ORL,2007,82,36.9,19.5,6.8,14.9,2.0,5.1,4.0,4.8,1.0,4.7,5.0,0.9,0.3,3.0
Manu Ginobili,SAS,2007,74,31.1,19.5,6.1,13.3,2.1,5.3,5.1,6.0,0.9,3.9,4.5,1.5,0.4,2.7
Tim Duncan,SAS,2007,78,34.0,19.3,7.5,15.1,0.0,0.1,4.3,5.9,3.0,8.3,2.8,0.7,1.9,2.3
Brandon Roy,POR,2007,74,37.7,19.1,7.2,15.8,1.0,2.9,3.8,5.0,1.1,3.6,5.8,1.1,0.2,1.8
Mike Dunleavy,IND,2007,82,36.0,19.1,6.5,13.6,2.0,4.7,4.1,4.9,0.7,4.5,3.5,1.0,0.4,2.3
Deron Williams,UTA,2007,82,37.3,18.8,6.9,13.6,1.0,2.6,4.0,5.0,0.4,2.5,10.5,1.1,0.3,3.4
Kevin Garnett,BOS,2007,71,32.8,18.8,7.5,13.9,0.0,0.2,3.8,4.7,1.9,7.3,3.4,1.4,1.3,1.9
Ben Gordon,CHI,2007,72,31.8,18.6,6.4,14.8,2.0,4.8,3.7,4.1,0.6,2.5,3.0,0.8,0.1,2.1
Rashard Lewis,ORL,2007,81,38.0,18.2,6.4,14.0,2.8,6.8,2.7,3.2,1.2,4.2,2.4,1.2,0.5,1.7
LaMarcus Aldridge,POR,2007,76,34.9,17.8,7.4,15.3,0.0,0.1,3.0,3.9,2.9,4.7,1.6,0.7,1.2,1.7
Ray Allen,BOS,2007,73,35.9,17.4,6.0,13.5,2.5,6.2,2.9,3.2,1.0,2.6,3.1,0.9,0.2,1.7
Richard Hamilton,DET,2007,72,33.7,17.3,6.9,14.3,0.9,2.0,2.6,3.1,1.0,2.2,4.2,1.0,0.1,1.8
Josh Smith,ATL,2007,81,35.5,17.2,6.4,14.0,0.3,1.2,4.1,5.8,2.0,6.2,3.4,1.5,2.8,3.0
Andre Miller,PHI,2007,82,36.8,17.0,6.9,14.1,0.0,0.4,3.1,4.1,1.2,2.8,6.9,1.3,0.1,2.5
Chauncey Billups,DET,2007,78,32.3,17.0,5.0,11.2,1.8,4.4,5.1,5.6,0.5,2.2,6.8,1.3,0.2,2.1
Steve Nash,PHX,2007,81,34.3,16.9,6.0,11.9,2.2,4.7,2.7,3.0,0.3,3.1,11.1,0.7,0.1,3.6
Peja Stojakovic,NOH,2007,77,35.2,16.4,5.9,13.3,3.0,6.8,1.7,1.8,0.8,3.5,1.2,0.7,0.1,0.8
Mike Miller,MEM,2007,70,35.3,16.4,5.9,11.8,2.2,5.1,2.3,3.0,0.7,5.9,3.4,0.5,0.2,2.6
Leandro Barbosa,PHX,2007,82,29.5,15.6,5.8,12.5,2.0,5.1,2.1,2.6,0.5,2.3,2.6,0.9,0.2,1.4
Jason Terry,DAL,2007,82,31.5,15.5,5.7,12.3,1.7,4.4,2.3,2.7,0.4,2.2,3.2,1.1,0.2,1.1
Rashad McCants,MIN,2007,75,26.9,14.9,5.7,12.6,1.9,4.7,1.5,2.1,0.7,2.1,2.2,0.9,0.2,2.3
Marvin Williams,ATL,2007,80,34.6,14.8,5.3,11.5,0.0,0.1,4.2,5.1,1.5,4.2,1.7,1.0,0.4,1.6
Mehmet Okur,UTA,2007,72,33.2,14.5,5.2,11.7,1.6,4.1,2.6,3.2,1.8,5.9,2.0,0.8,0.4,1.4
Raymond Felton,CHA,2007,79,37.6,14.4,5.2,12.6,0.7,2.5,3.3,4.1,0.5,2.5,7.4,1.2,0.2,2.7
Andrew Bogut,MIL,2007,78,34.9,14.3,6.0,11.7,0.0,0.1,2.4,4.1,3.1,6.6,2.6,0.8,1.7,2.2
Lamar Odom,LAL,2007,77,37.9,14.2,5.4,10.3,0.4,1.5,3.0,4.3,2.6,8.1,3.5,1.0,0.9,2.0
Zydrunas Ilgauskas,CLE,2007,73,30.4,14.1,5.7,12.0,0.0,0.0,2.7,3.3,3.6,5.7,1.4,0.5,1.6,1.8
Emeka Okafor,CHA,2007,82,33.1,13.8,5.6,10.5,0.0,0.0,2.6,4.6,3.1,7.6,0.9,0.8,1.7,2.0
Ricky Davis,MIA,2007,82,36.1,13.8,5.1,11.8,1.6,4.1,1.9,2.4,0.7,3.6,3.4,1.1,0.2,2.3
Al Harrington,GSW,2007,81,27.0,13.6,5.0,11.4,1.9,5.0,1.8,2.3,1.3,4.1,1.6,0.9,0.2,1.1
Brad Miller,SAC,2007,72,34.9,13.4,4.7,10.1,0.4,1.3,3.6,4.3,2.3,7.1,3.7,1.0,1.0,2.3
Travis Outlaw,POR,2007,82,26.7,13.3,5.1,11.8,0.5,1.2,2.7,3.6,1.2,3.4,1.3,0.7,0.8,1.3
Andres Nocioni,CHI,2007,82,24.6,13.2,4.6,10.7,1.5,4.2,2.4,3.0,0.6,3.6,1.2,0.3,0.5,1.6
Tayshaun Prince,DET,2007,82,32.9,13.2,5.1,11.5,0.6,1.8,2.3,2.9,1.3,3.5,3.3,0.5,0.4,1.1
